storyid,sentence1,sentence2,sentence3,sentence4,sentence5,label
988a272e-f9dd-459a-aadb-2d3857a61db2-c,"Tina was a project manager for a technology company. —— HasPrerequisite: patent, have computer, patent patent —— Causes: global thermonuclear war, global thermonuclear warhead, global thermonuclear war and all other major event.","She built software used in clinical trials. —— HasPrerequisite: patient, have patient, study patient —— Causes: person to get sick, get result, anxiety.","She met with the client to determine their needs and requirements. —— HasPrerequisite: be patient, have money, money —— Causes: fulfillment, help, be satisfy.","She configured the software to match their requirements. —— HasPrerequisite: logic, study, study lot —— Causes: get job, make decision, you to fail.","Tina ignored the client's requirements. —— HasPrerequisite: use calculator, use computer, have computer —— Causes: answer to simple question, you get reject, answer.",1
053d6f31-6989-4aee-bfda-01d5b52c6bc3-c,"When I was young I hated mowing the lawn. —— HasPrerequisite: get lawn mower, go outdoors, go to lawn —— Causes: mow, i hate grass, my mother would cut it.","As I got older I never really liked it any more. —— HasPrerequisite: buy it, have lot of money, buy some paint —— Causes: me to like it, me to smile more, me to smile.","Now that I have my own kids I make them mow the lawn. —— HasPrerequisite: get lawn mower, have lawn, get mower —— Causes: grass to be green, grass stain, grass to become green.","They hate it too. —— HasPrerequisite: water, paint, paint it —— Causes: it to rain, pollution, war.","I'm sure their kids will hate mowing lawns as well. —— HasPrerequisite: mow, lawn, grass —— Causes: grass to be cut, lawn mower to mow, lawn mower to cut.",1
053d6f31-6989-4aee-bfda-01d5b52c6bc3-c,"When I was young I hated mowing the lawn. —— HasPrerequisite: get lawn mower, go outdoors, go to lawn —— Causes: mow, i hate grass, my mother would cut it.","As I got older I never really liked it any more. —— HasPrerequisite: buy it, have lot of money, buy some paint —— Causes: me to like it, me to smile more, me to smile.","Now that I have my own kids I make them mow the lawn. —— HasPrerequisite: get lawn mower, have lawn, get mower —— Causes: grass to be green, grass stain, grass to become green.","They hate it too. —— HasPrerequisite: water, paint, paint it —— Causes: it to rain, pollution, war.","I'm sure their kids will hate mowing lawns as well. —— HasPrerequisite: mow, lawn, grass —— Causes: grass to be cut, lawn mower to mow, lawn mower to cut.",0
2ea3c1f0-56e8-479d-adb6-b44132b8a7c3-c,"Bob was playing basketball. —— HasPrerequisite: go to basketball game, have ball, practice —— Causes: cheer, dribble, you will see him again.","He dropped his glasses on the ground. —— HasPrerequisite: get shovel, use your foot, get car —— Causes: grind to grind, grind to break, grind grind.","He was disappointed when he saw that they were broken. —— HasPrerequisite: not buy them, have money, have good luck —— Causes: disappointment, they be sad, sadness.","Bob went to the glasses store the next day. —— HasPrerequisite: wear them, wear glass, wear glasses —— Causes: eye strain, vision, see.","The store told Bob they don't fix glasses. —— HasPrerequisite: glass, two hand, hand —— Causes: person to drink wine, person to drink too much, eye strain.",0
2ea3c1f0-56e8-479d-adb6-b44132b8a7c3-c,"Bob was playing basketball. —— HasPrerequisite: go to basketball game, have ball, practice —— Causes: cheer, dribble, you will see him again.","He dropped his glasses on the ground. —— HasPrerequisite: get shovel, use your foot, get car —— Causes: grind to grind, grind to break, grind grind.","He was disappointed when he saw that they were broken. —— HasPrerequisite: not buy them, have money, have good luck —— Causes: disappointment, they be sad, sadness.","Bob went to the glasses store the next day. —— HasPrerequisite: wear them, wear glass, wear glasses —— Causes: eye strain, vision, see.","The store told Bob they don't fix glasses. —— HasPrerequisite: glass, two hand, hand —— Causes: person to drink wine, person to drink too much, eye strain.",1
b60e0661-44a7-4aca-9bba-234c7fa949ba-c,"Today, I was sitting in the computer lab. —— HasPrerequisite: have computer, use computer, computer —— Causes: me to sweat, me to think, boredom.","I smelled something very strange. —— HasPrerequisite: open my mouth, open your mouth, go to kitchen —— Causes: my nose to itch, my nose to get tickle, my nose to wrinkle.","I looked all around for the source of the smell. —— HasPrerequisite: open door, smell, locate smell —— Causes: i see something, i find something, smell.","Then, I noticed the girl sitting next to me had removed her shoes. —— HasPrerequisite: go to mall, look at her shoe, look —— Causes: blush, get nervous, get jealous.","The girl was wearing a floral perfume. —— HasPrerequisite: go to flower shop, go outside, get flower —— Causes: men to look at her breast, men to look at her, your heart rate increase.",0
b60e0661-44a7-4aca-9bba-234c7fa949ba-c,"Today, I was sitting in the computer lab. —— HasPrerequisite: have computer, use computer, computer —— Causes: me to sweat, me to think, boredom.","I smelled something very strange. —— HasPrerequisite: open my mouth, open your mouth, go to kitchen —— Causes: my nose to itch, my nose to get tickle, my nose to wrinkle.","I looked all around for the source of the smell. —— HasPrerequisite: open door, smell, locate smell —— Causes: i see something, i find something, smell.","Then, I noticed the girl sitting next to me had removed her shoes. —— HasPrerequisite: go to mall, look at her shoe, look —— Causes: blush, get nervous, get jealous.","The girl was wearing a floral perfume. —— HasPrerequisite: go to flower shop, go outside, get flower —— Causes: men to look at her breast, men to look at her, your heart rate increase.",1
5babb0d1-d30f-467d-9e3b-c9725b7e175f-c,"Gina grabbed a funeral program and took a seat. —— HasPrerequisite: sit in front of casket, find seat, have seat —— Causes: grief, tear in eye, tear.","The actual funeral didn't start for another 30 minutes. —— HasPrerequisite: time, get dress, get ticket —— Causes: grief, sadness, sorrow.","Gina just wanted it to be over. —— HasPrerequisite: be smart, be careful, be born —— Causes: pain, feel good, feel.","She wanted to get away from the body as fast as she could. —— HasPrerequisite: go outdoors, go to bathroom, run —— Causes: death, pain, get hurt.","Gina did not like funerals. —— HasPrerequisite: go to funeral, attend funeral, go to funeral home —— Causes: grief, sadness, cry.",1
5babb0d1-d30f-467d-9e3b-c9725b7e175f-c,"Gina grabbed a funeral program and took a seat. —— HasPrerequisite: sit in front of casket, find seat, have seat —— Causes: grief, tear in eye, tear.","The actual funeral didn't start for another 30 minutes. —— HasPrerequisite: time, get dress, get ticket —— Causes: grief, sadness, sorrow.","Gina just wanted it to be over. —— HasPrerequisite: be smart, be careful, be born —— Causes: pain, feel good, feel.","She wanted to get away from the body as fast as she could. —— HasPrerequisite: go outdoors, go to bathroom, run —— Causes: death, pain, get hurt.","Gina did not like funerals. —— HasPrerequisite: go to funeral, attend funeral, go to funeral home —— Causes: grief, sadness, cry.",0
0bcee27a-8b11-4a48-92f7-a08f98d2d656-c,"Mary had always wanted to have a pet bird. —— HasPrerequisite: have pet bird, get pet bird, get bird —— Causes: death, you get sick, sadness.","When Mary was young, her parents told her a bird was too much trouble. —— HasPrerequisite: find nest, get bird, find water —— Causes: bird to migrate south, bird to fly, bird to migrate.","Now that she had her own apartment, she decided to buy a parrot. —— HasPrerequisite: get parrot, be parrot, bird —— Causes: death, you to be happy, have baby.","It felt great to have a parrot and to not be alone all the time. —— HasPrerequisite: use beak, get one, use beak to fly —— Causes: bird to fly, fly, feel good.","Mary was really happy she had gotten a dog. —— HasPrerequisite: have leash, go to vet, go outside —— Causes: run after frisbee, bark, run.",0
0bcee27a-8b11-4a48-92f7-a08f98d2d656-c,"Mary had always wanted to have a pet bird. —— HasPrerequisite: have pet bird, get pet bird, get bird —— Causes: death, you get sick, sadness.","When Mary was young, her parents told her a bird was too much trouble. —— HasPrerequisite: find nest, get bird, find water —— Causes: bird to migrate south, bird to fly, bird to migrate.","Now that she had her own apartment, she decided to buy a parrot. —— HasPrerequisite: get parrot, be parrot, bird —— Causes: death, you to be happy, have baby.","It felt great to have a parrot and to not be alone all the time. —— HasPrerequisite: use beak, get one, use beak to fly —— Causes: bird to fly, fly, feel good.","Mary was really happy she had gotten a dog. —— HasPrerequisite: have leash, go to vet, go outside —— Causes: run after frisbee, bark, run.",1
4d56fefd-4afe-4d50-af17-281fa37fc5aa-c,"Tim was mad. —— HasPrerequisite: go to school, go to his house, get mad —— Causes: you have to go to work, you get hurt, you have to go to school.","He saw roaches in his house. —— HasPrerequisite: drive car, drive to it, drive —— Causes: feel sad, he see house, sadness.","He bought some cheap bug spray. —— HasPrerequisite: use it, use it on your dog, buy it —— Causes: bug spray, bug spray to be spray, you sneeze.","However, it did not get rid of them. —— HasPrerequisite: remove their clothe, remove them, water —— Causes: new generation of person, peace, new crop.","Tim called an exterminator. —— HasPrerequisite: use your hand, use your finger, have hose —— Causes: death, car to die, fire.",1
4d56fefd-4afe-4d50-af17-281fa37fc5aa-c,"Tim was mad. —— HasPrerequisite: go to school, go to his house, get mad —— Causes: you have to go to work, you get hurt, you have to go to school.","He saw roaches in his house. —— HasPrerequisite: drive car, drive to it, drive —— Causes: feel sad, he see house, sadness.","He bought some cheap bug spray. —— HasPrerequisite: use it, use it on your dog, buy it —— Causes: bug spray, bug spray to be spray, you sneeze.","However, it did not get rid of them. —— HasPrerequisite: remove their clothe, remove them, water —— Causes: new generation of person, peace, new crop.","Tim called an exterminator. —— HasPrerequisite: use your hand, use your finger, have hose —— Causes: death, car to die, fire.",0
1bbb9627-9778-45b6-8876-36db8050672f-c,"Lexi wanted to be a school teacher. —— HasPrerequisite: have lot of money, get some weed, have sex —— Causes: heart attack, cancer, pregnancy.","She loved taking care of children. —— HasPrerequisite: patience, love them, love child —— Causes: them to be happy, joy, happiness.","But when she became an assistant teacher, she regret it. —— HasPrerequisite: call in sick, take class, take course —— Causes: lose her job, get fire, bad grade.","Disciplining her students was more work than she could handle. —— HasPrerequisite: study, learn to read, learn —— Causes: anxiety, anger, learn.","Teaching was so easy that Lexi wanted to do it forever. —— HasPrerequisite: use computer, use calculator, have good eyesight —— Causes: you have to go to work, stress, you have to go to meet.",0
1bbb9627-9778-45b6-8876-36db8050672f-c,"Lexi wanted to be a school teacher. —— HasPrerequisite: have lot of money, get some weed, have sex —— Causes: heart attack, cancer, pregnancy.","She loved taking care of children. —— HasPrerequisite: patience, love them, love child —— Causes: them to be happy, joy, happiness.","But when she became an assistant teacher, she regret it. —— HasPrerequisite: call in sick, take class, take course —— Causes: lose her job, get fire, bad grade.","Disciplining her students was more work than she could handle. —— HasPrerequisite: study, learn to read, learn —— Causes: anxiety, anger, learn.","Teaching was so easy that Lexi wanted to do it forever. —— HasPrerequisite: use computer, use calculator, have good eyesight —— Causes: you have to go to work, stress, you have to go to meet.",1
e24de7fb-6f48-437e-b000-2bf995829ebd-c,"Trouble comes when folks do not listen. —— HasPrerequisite: go to store, be polite, be ready —— Causes: trouble, they be late, they bring something.","My daughter did not listen to me today. —— HasPrerequisite: listen to me, listen carefully, listen —— Causes: they listen to their child, they understand me, they learn.","She was dancing too close to the wall. —— HasPrerequisite: be close to wall, dance with her partner, have wall —— Causes: wall to close in on you, wall to fall down, wall to close in.","She lost control and hit the corner of the wall. —— HasPrerequisite: use calculator, find wall, get calculator —— Causes: loss of wall, pain, her to fall down.","My daughter learned her lesson the hard way. —— HasPrerequisite: read book, listen to teacher, learn to read —— Causes: they learn something new, learn, they learn something.",1
e24de7fb-6f48-437e-b000-2bf995829ebd-c,"Trouble comes when folks do not listen. —— HasPrerequisite: go to store, be polite, be ready —— Causes: trouble, they be late, they bring something.","My daughter did not listen to me today. —— HasPrerequisite: listen to me, listen carefully, listen —— Causes: they listen to their child, they understand me, they learn.","She was dancing too close to the wall. —— HasPrerequisite: be close to wall, dance with her partner, have wall —— Causes: wall to close in on you, wall to fall down, wall to close in.","She lost control and hit the corner of the wall. —— HasPrerequisite: use calculator, find wall, get calculator —— Causes: loss of wall, pain, her to fall down.","My daughter learned her lesson the hard way. —— HasPrerequisite: read book, listen to teacher, learn to read —— Causes: they learn something new, learn, they learn something.",0
dc845153-6fcc-4e6f-a06d-08d6459da34c-c,"Tuie was a very spoiled dog who liked to be completely covered up. —— HasPrerequisite: go to school, go on date, get some weed —— Causes: get hurt, trouble, get catch.","She would always try to get underneath Adam's blanket. —— HasPrerequisite: use blanket, roll up blanket, use scarf —— Causes: it to stay warm, it to be warm, cold.","Adam got tired of his blanket smelling like a dog. —— HasPrerequisite: go to vet, go to bed, nap —— Causes: tiredness, dog to sleep, dog to be sad.","He went to the store and bought her a blanket of her very own. —— HasPrerequisite: go to mall, money, car —— Causes: he be rich, get marry, build.","Afterwards,  Tuie. —— HasPrerequisite: have tooth, have mouth, food —— Causes: indigestion, stomach ache, stomach pain.",0
dc845153-6fcc-4e6f-a06d-08d6459da34c-c,"Tuie was a very spoiled dog who liked to be completely covered up. —— HasPrerequisite: go to school, go on date, get some weed —— Causes: get hurt, trouble, get catch.","She would always try to get underneath Adam's blanket. —— HasPrerequisite: use blanket, roll up blanket, use scarf —— Causes: it to stay warm, it to be warm, cold.","Adam got tired of his blanket smelling like a dog. —— HasPrerequisite: go to vet, go to bed, nap —— Causes: tiredness, dog to sleep, dog to be sad.","He went to the store and bought her a blanket of her very own. —— HasPrerequisite: go to mall, money, car —— Causes: he be rich, get marry, build.","Afterwards,  Tuie. —— HasPrerequisite: have tooth, have mouth, food —— Causes: indigestion, stomach ache, stomach pain.",1
a722bbd6-cd96-4def-9be4-e4aba2a107af-c,"Jenny always used to take long walks with her husband Bill. —— HasPrerequisite: marry him, have long hair, have wife —— Causes: divorce, you get cold foot, you get cold.","After they divorced, Jenny stayed in the house and didn't go on walks. —— HasPrerequisite: go outside, go to park, walk —— Causes: you would run into someone, you would run into someone else, you would get cold.","One day Jenny decided to start taking walks again. —— HasPrerequisite: go to park, go outside, go outdoors —— Causes: exercise, get exercise, tiredness.","She found that the walks were still nice, even without Bill. —— HasPrerequisite: find path, go outside, walk —— Causes: get somewhere, get to new place, tiredness.","Jenny felt too sad to go on walks after that. —— HasPrerequisite: go to bathroom, have tooth, go outdoors —— Causes: feel sad, pain, cramp.",0
a722bbd6-cd96-4def-9be4-e4aba2a107af-c,"Jenny always used to take long walks with her husband Bill. —— HasPrerequisite: marry him, have long hair, have wife —— Causes: divorce, you get cold foot, you get cold.","After they divorced, Jenny stayed in the house and didn't go on walks. —— HasPrerequisite: go outside, go to park, walk —— Causes: you would run into someone, you would run into someone else, you would get cold.","One day Jenny decided to start taking walks again. —— HasPrerequisite: go to park, go outside, go outdoors —— Causes: exercise, get exercise, tiredness.","She found that the walks were still nice, even without Bill. —— HasPrerequisite: find path, go outside, walk —— Causes: get somewhere, get to new place, tiredness.","Jenny felt too sad to go on walks after that. —— HasPrerequisite: go to bathroom, have tooth, go outdoors —— Causes: feel sad, pain, cramp.",1
cf33b5db-7350-4644-abaa-70d3fb338137-c,"Karel always wanted to tap dance. —— HasPrerequisite: dance, have dance partner, dance with someone —— Causes: dance, happiness, have fun.","Her friends thought it was nerdy. —— HasPrerequisite: think, think hard, be smart —— Causes: sadness, you to smile, anger.","She still pursued her dream. —— HasPrerequisite: go to sleep, sleep, be patient —— Causes: it to become real, sleep, it to become more real.","Eventually she became really good. —— HasPrerequisite: be born, become popular, become famous —— Causes: dead, person become sad, become thing.","She never danced again. —— HasPrerequisite: have dance partner, dance well, dance —— Causes: her dress to fall down, dance, you get dizzy.",0
cf33b5db-7350-4644-abaa-70d3fb338137-c,"Karel always wanted to tap dance. —— HasPrerequisite: dance, have dance partner, dance with someone —— Causes: dance, happiness, have fun.","Her friends thought it was nerdy. —— HasPrerequisite: think, think hard, be smart —— Causes: sadness, you to smile, anger.","She still pursued her dream. —— HasPrerequisite: go to sleep, sleep, be patient —— Causes: it to become real, sleep, it to become more real.","Eventually she became really good. —— HasPrerequisite: be born, become popular, become famous —— Causes: dead, person become sad, become thing.","She never danced again. —— HasPrerequisite: have dance partner, dance well, dance —— Causes: her dress to fall down, dance, you get dizzy.",1
558a2b2c-82a9-4150-ba16-1d7a697bb972-c,"Sarah got a new bike for her birthday. —— HasPrerequisite: give her present, buy present, give present —— Causes: you get present, party, surprise.","But she was very forgetful. —— HasPrerequisite: go to bathroom, have tooth, have hair —— Causes: you feel sad, unhappiness, get hurt.","One day she left it in the driveway. —— HasPrerequisite: drive car, use your key, drive —— Causes: car accident, your car to get flat, car to crash.","And her mom's car hit it. —— HasPrerequisite: get car, brake, get licence —— Causes: it fall down, it break, it fall.","Sarah no longer had a bike to ride and was sad. —— HasPrerequisite: get on bike, use car, use bike —— Causes: bike accident, less traffic, you have less leg.",1
558a2b2c-82a9-4150-ba16-1d7a697bb972-c,"Sarah got a new bike for her birthday. —— HasPrerequisite: give her present, buy present, give present —— Causes: you get present, party, surprise.","But she was very forgetful. —— HasPrerequisite: go to bathroom, have tooth, have hair —— Causes: you feel sad, unhappiness, get hurt.","One day she left it in the driveway. —— HasPrerequisite: drive car, use your key, drive —— Causes: car accident, your car to get flat, car to crash.","And her mom's car hit it. —— HasPrerequisite: get car, brake, get licence —— Causes: it fall down, it break, it fall.","Sarah no longer had a bike to ride and was sad. —— HasPrerequisite: get on bike, use car, use bike —— Causes: bike accident, less traffic, you have less leg.",0
ee11f7b0-abf1-4c6f-adae-62bdba33fafe-c,"Ted was playing tennis with his big brother. —— HasPrerequisite: play big brother, play game with him, have big brother —— Causes: sibling fight, you get hurt, laughter.","He always lost, but today he was determined to win. —— HasPrerequisite: lose his wallet, lose his hat, lose game —— Causes: lose money, he feel sad, depression.","He concentrated hard and did his best. —— HasPrerequisite: concentration, practice hard, concentrate —— Causes: concentrate, headache, he could not see.","And Ted ended up winning the match! —— HasPrerequisite: strike match, use matchbox, get match —— Causes: fire, explosion, flame.","Ted was proud of his efforts. —— HasPrerequisite: effort, skill, be smart —— Causes: victory, pride, joy.",1
ee11f7b0-abf1-4c6f-adae-62bdba33fafe-c,"Ted was playing tennis with his big brother. —— HasPrerequisite: play big brother, play game with him, have big brother —— Causes: sibling fight, you get hurt, laughter.","He always lost, but today he was determined to win. —— HasPrerequisite: lose his wallet, lose his hat, lose game —— Causes: lose money, he feel sad, depression.","He concentrated hard and did his best. —— HasPrerequisite: concentration, practice hard, concentrate —— Causes: concentrate, headache, he could not see.","And Ted ended up winning the match! —— HasPrerequisite: strike match, use matchbox, get match —— Causes: fire, explosion, flame.","Ted was proud of his efforts. —— HasPrerequisite: effort, skill, be smart —— Causes: victory, pride, joy.",0
1953e68d-f7cc-42b1-a458-6b19ac3acc57-c,"We decided to take a trip today. —— HasPrerequisite: decide where we want to go, make plan, pack —— Causes: travel, have fun, we would travel.","The sky was cloudy and it was cold. —— HasPrerequisite: wear eyeglass, use umbrella, light —— Causes: visibility be poor, rain fall, visibility.","We started driving and the rainy started pouring. —— HasPrerequisite: get umbrella, wear raincoat, have rain —— Causes: person to wear raincoat, downpour, rain.","We had to pull over because it was raining so hard. —— HasPrerequisite: get out your wallet, have money, get some money —— Causes: you to feel sad, headache, pain.","After an hour the rain cleared and we started driving again. —— HasPrerequisite: time, get ready, be late —— Causes: you get to finish hour late, you get to finish hour, you get to sleep.",1
1953e68d-f7cc-42b1-a458-6b19ac3acc57-c,"We decided to take a trip today. —— HasPrerequisite: decide where we want to go, make plan, pack —— Causes: travel, have fun, we would travel.","The sky was cloudy and it was cold. —— HasPrerequisite: wear eyeglass, use umbrella, light —— Causes: visibility be poor, rain fall, visibility.","We started driving and the rainy started pouring. —— HasPrerequisite: get umbrella, wear raincoat, have rain —— Causes: person to wear raincoat, downpour, rain.","We had to pull over because it was raining so hard. —— HasPrerequisite: get out your wallet, have money, get some money —— Causes: you to feel sad, headache, pain.","After an hour the rain cleared and we started driving again. —— HasPrerequisite: time, get ready, be late —— Causes: you get to finish hour late, you get to finish hour, you get to sleep.",0
34257afa-54a7-46c2-99c7-314cf13ed6f4-c,"Hallie wanted ramen noodles for supper. —— HasPrerequisite: cook some food, cook food, cook —— Causes: eat it, they eat it, they eat rice.","She threw a fit when her mom told her no. —— HasPrerequisite: wash your hand, clean your room, clean house —— Causes: thanksgiving party, thanksgiving dinner, thanksgiving.","Her daddy told her to stop her crying. —— HasPrerequisite: cry, go to bathroom, cry lot —— Causes: baby cry, cry, tear.","She refused to stop crying. —— HasPrerequisite: go to doctor, go to church, have sex —— Causes: lose money, you get hurt, get hurt.","Hallie's parents were proud of her behavior. —— HasPrerequisite: discipline, be smart, respect —— Causes: their child to be happy, their child to become popular, them to be happy.",0
34257afa-54a7-46c2-99c7-314cf13ed6f4-c,"Hallie wanted ramen noodles for supper. —— HasPrerequisite: cook some food, cook food, cook —— Causes: eat it, they eat it, they eat rice.","She threw a fit when her mom told her no. —— HasPrerequisite: wash your hand, clean your room, clean house —— Causes: thanksgiving party, thanksgiving dinner, thanksgiving.","Her daddy told her to stop her crying. —— HasPrerequisite: cry, go to bathroom, cry lot —— Causes: baby cry, cry, tear.","She refused to stop crying. —— HasPrerequisite: go to doctor, go to church, have sex —— Causes: lose money, you get hurt, get hurt.","Hallie's parents were proud of her behavior. —— HasPrerequisite: discipline, be smart, respect —— Causes: their child to be happy, their child to become popular, them to be happy.",1
4ba6828e-665e-48ec-99b0-c9b83c920bd6-c,"Alex wanted to visit a circus in town. —— HasPrerequisite: go to town, drive car, car —— Causes: person to hate you, person to get hurt, pollution.","He looked the circus up on the internet. —— HasPrerequisite: modem, computer, have modem —— Causes: search engine, find information, learn.","The internet had several pages showing how circuses abused the animals. —— HasPrerequisite: find each other, use computer, time —— Causes: chaos, different thing, one to be lose.","Alex was very sad when he saw the bull hooks used on the elephants. —— HasPrerequisite: be strong, have leg, get some rope —— Causes: rhinoceros to fall, rhinoceros to jump, rhinoceros to be hurt.","He left the circus right away. —— HasPrerequisite: go to circus, get ticket, ticket —— Causes: you see circus, you will see circus, you will see many circus.",1
4ba6828e-665e-48ec-99b0-c9b83c920bd6-c,"Alex wanted to visit a circus in town. —— HasPrerequisite: go to town, drive car, car —— Causes: person to hate you, person to get hurt, pollution.","He looked the circus up on the internet. —— HasPrerequisite: modem, computer, have modem —— Causes: search engine, find information, learn.","The internet had several pages showing how circuses abused the animals. —— HasPrerequisite: find each other, use computer, time —— Causes: chaos, different thing, one to be lose.","Alex was very sad when he saw the bull hooks used on the elephants. —— HasPrerequisite: be strong, have leg, get some rope —— Causes: rhinoceros to fall, rhinoceros to jump, rhinoceros to be hurt.","He left the circus right away. —— HasPrerequisite: go to circus, get ticket, ticket —— Causes: you see circus, you will see circus, you will see many circus.",0
d460db67-c7eb-421a-9e15-8c0f6d897d41-c,"I read to my son's preschool class today. —— HasPrerequisite: learn to read, read to child, read book —— Causes: boredom, learn new thing, learn.","The parents take turns coming in to read a story to the kids. —— HasPrerequisite: go to school, go to park, parent —— Causes: stress, you get marry, they get marry.","My son picked his favorite book for me to read. —— HasPrerequisite: read it, go to library, buy it —— Causes: happiness, sadness, happy.","The kids loved the story. —— HasPrerequisite: go to movie, go to play, read it —— Causes: laughter, they be sad, cry.","One kid screamed at my son and threw the book at him. —— HasPrerequisite: be quiet, get gun, open window —— Causes: another cry, another scream, other kid cry.",0
d460db67-c7eb-421a-9e15-8c0f6d897d41-c,"I read to my son's preschool class today. —— HasPrerequisite: learn to read, read to child, read book —— Causes: boredom, learn new thing, learn.","The parents take turns coming in to read a story to the kids. —— HasPrerequisite: go to school, go to park, parent —— Causes: stress, you get marry, they get marry.","My son picked his favorite book for me to read. —— HasPrerequisite: read it, go to library, buy it —— Causes: happiness, sadness, happy.","The kids loved the story. —— HasPrerequisite: go to movie, go to play, read it —— Causes: laughter, they be sad, cry.","One kid screamed at my son and threw the book at him. —— HasPrerequisite: be quiet, get gun, open window —— Causes: another cry, another scream, other kid cry.",1
c399ee2c-5282-46a1-b1aa-f1462baecd63-c,"Gina decided to go to gym class in her everyday clothes. —— HasPrerequisite: go to laundromat, go to mall, go to gym —— Causes: you will be more comfortable in your clothe, you will be more comfortable in day, you will be more comfortable.","The teacher sent her back to the locker room to change. —— HasPrerequisite: have locker room, use desk, desk —— Causes: locker room to be empty, locker room to smell bad, locker room to be dark.","She stormed off making a scene. —— HasPrerequisite: anger, storm in, storm —— Causes: anger, person to get hurt, person to duck.","She sat in the locker room sulking until the teacher came to find her. —— HasPrerequisite: chair, desk, seat —— Causes: teacher to sit in his, teacher to sit in desk, class to be quiet.","She had a long talk with the teacher after class. —— HasPrerequisite: study hard, study, class —— Causes: be late for class, be late to class, be late.",1
c399ee2c-5282-46a1-b1aa-f1462baecd63-c,"Gina decided to go to gym class in her everyday clothes. —— HasPrerequisite: go to laundromat, go to mall, go to gym —— Causes: you will be more comfortable in your clothe, you will be more comfortable in day, you will be more comfortable.","The teacher sent her back to the locker room to change. —— HasPrerequisite: have locker room, use desk, desk —— Causes: locker room to be empty, locker room to smell bad, locker room to be dark.","She stormed off making a scene. —— HasPrerequisite: anger, storm in, storm —— Causes: anger, person to get hurt, person to duck.","She sat in the locker room sulking until the teacher came to find her. —— HasPrerequisite: chair, desk, seat —— Causes: teacher to sit in his, teacher to sit in desk, class to be quiet.","She had a long talk with the teacher after class. —— HasPrerequisite: study hard, study, class —— Causes: be late for class, be late to class, be late.",0
aca1cf58-a0cd-4110-ae36-f2523a72cdee-c,"We would go camping every summer. —— HasPrerequisite: go to park, pack, go outdoors —— Causes: we see thing, we see something new, we see something.","We would pack lunches and trek out. —— HasPrerequisite: pack lunch, gather food, have lunch —— Causes: we eat lunch, eat lunch, we will eat lunch.","We would stop at a rest stop for lunch. —— HasPrerequisite: find rest area, get food, food —— Causes: eat, we eat, rest.","Typically it would be a McDonald's and I'd order fries. —— HasPrerequisite: fry pan, eat fry, fry —— Causes: i eat fry, i m not hungry, fry.","I love french fries. —— HasPrerequisite: have french fry, go to french restaurant, buy them —— Causes: they taste good, french fry, they taste great.",1
aca1cf58-a0cd-4110-ae36-f2523a72cdee-c,"We would go camping every summer. —— HasPrerequisite: go to park, pack, go outdoors —— Causes: we see thing, we see something new, we see something.","We would pack lunches and trek out. —— HasPrerequisite: pack lunch, gather food, have lunch —— Causes: we eat lunch, eat lunch, we will eat lunch.","We would stop at a rest stop for lunch. —— HasPrerequisite: find rest area, get food, food —— Causes: eat, we eat, rest.","Typically it would be a McDonald's and I'd order fries. —— HasPrerequisite: fry pan, eat fry, fry —— Causes: i eat fry, i m not hungry, fry.","I love french fries. —— HasPrerequisite: have french fry, go to french restaurant, buy them —— Causes: they taste good, french fry, they taste great.",0
ba8f0ac2-dab4-4da3-b132-08b3b8c5e4be-c,"Aspen was about to get married. —— HasPrerequisite: go to mountain, go to canyon, go outdoors —— Causes: fall in love, fall in love with flower, fall.","She was getting ready when she saw a text from her fiance. —— HasPrerequisite: take shower, get ready, get dress —— Causes: make sure she dress appropriately, make sure he dress appropriately, get nervous.","He was worried that she had left him at the alter. —— HasPrerequisite: change diaper, get dress, change —— Causes: person to get hurt, person to die, change.","She realized that she was twenty minutes late. —— HasPrerequisite: go to bathroom, be quiet, be smart —— Causes: feel sad, sadness, anger.","Aspen began to panic. —— HasPrerequisite: water, get some water, water and plant —— Causes: fall from tree, fall, fall down.",1
ba8f0ac2-dab4-4da3-b132-08b3b8c5e4be-c,"Aspen was about to get married. —— HasPrerequisite: go to mountain, go to canyon, go outdoors —— Causes: fall in love, fall in love with flower, fall.","She was getting ready when she saw a text from her fiance. —— HasPrerequisite: take shower, get ready, get dress —— Causes: make sure she dress appropriately, make sure he dress appropriately, get nervous.","He was worried that she had left him at the alter. —— HasPrerequisite: change diaper, get dress, change —— Causes: person to get hurt, person to die, change.","She realized that she was twenty minutes late. —— HasPrerequisite: go to bathroom, be quiet, be smart —— Causes: feel sad, sadness, anger.","Aspen began to panic. —— HasPrerequisite: water, get some water, water and plant —— Causes: fall from tree, fall, fall down.",0
f1c52ca2-30c9-48fb-ba00-0d3c4202c24f-c,"When Cara  was in Sephora the other day she saw great stuffers. —— HasPrerequisite: buy some clothe, go to film, go to movie —— Causes: be happy, wealth, be proud.","The stocking stuffers were so cheap. —— HasPrerequisite: use toilet, have money, use your hand —— Causes: bankruptcy, poverty, death.","She decided to buy numerous ones for her friends. —— HasPrerequisite: call them on phone, call them on their cell phone, call them —— Causes: loneliness, friendship, you feel lonely.","Her friends ended up loving them. —— HasPrerequisite: talk to another person, call them on phone, call them —— Causes: sadness, depression, sad.","They made her a thank you card. —— HasPrerequisite: go to bathroom, go to store, use knife —— Causes: happy person, happiness, happy.",1
