text,emotionlist
I went to the store looking for a new phone case.,"[u'joy', u'anticipation']"
My old case was a charging case but I dropped it in the mud.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I looked all over for the iPhone 6 cases.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"Finally, I found them.","[u'anticipation', u'joy', u'trust', u'surprise']"
I chose a purple galaxy phone case.,"[u'trust', u'joy', u'anticipation']"
Tommy was excited about getting a new puppy.,"[u'trust', u'joy', u'anticipation', u'surprise']"
He had been asking his parents for weeks about a pet.,"[u'anticipation', u'joy', u'sadness', u'trust', u'surprise']"
After proving to his parents he was responsible enough for a pet.,"[u'anticipation', u'joy', u'trust', u'surprise']"
They took him to look at dogs.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Tommy picked out a cute black and white puppy.,"[u'anticipation', u'joy', u'trust', u'surprise']"
John would never tie his shoes.,"[u'anger', u'anticipation']"
His mom warned him and said he would get hurt one day.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
John said he is too fast to trip on his laces.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'fear', u'trust']"
The very next day he was playing football with friends and tripped.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"He came home with bloody knees and his mom wasn't mad, she helped him.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Kevin had a classic 1969 convertible that needed work.,[]
He spent every minute of his free time working on the car.,"[u'anticipation', u'joy', u'trust']"
He worked on the car for almost a year before it would run.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Kevin took the car out for a drive for the first time.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He never felt so proud or accomplished in his entire life.,"[u'anticipation', u'joy', u'trust', u'surprise']"
I agonized over what sized u-haul to rent.,"[u'anger', u'surprise', u'fear', u'anticipation', u'disgust']"
It was a good forty bucks more for the longer one.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'trust']"
I also thought it'd be way harder to drive.,"[u'fear', u'anticipation']"
After a lot of measuring and frustration I gave up.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I got the larger sized truck so I'd be safe rather than sorry.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
The family gathered around the table.,[]
They were going to play a new board game.,[]
"They tried to figure out the rules, but it was so confusing!",[]
They finally gave up.,[]
They played Monopoly instead.,[]
Allie had not been to church in a long time.,[]
So she decided to go.,"[u'anticipation', u'fear', u'trust', u'sadness', u'joy']"
She went for a long time.,"[u'anticipation', u'joy', u'trust']"
Thankfully she enjoyed it.,"[u'joy', u'trust', u'surprise']"
She wanted to go back the next week.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Mary was worried because her husband Josh had toothache.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Mary had an uncle who had a stroke shortly after having a toothache.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Mary asked Josh to get checked out in case he was like her uncle.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Josh went to the dentist.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'fear', u'trust']"
Mary was relieved to learn that Josh had two giant cavities!,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear']"
Aaron is an amazing artist.,[]
He stopped painting when he got a job at a factory.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He said he never had time to paint.,"[u'anger', u'fear', u'sadness', u'disgust']"
"After 5 years, Aaron quit the job.","[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Now he makes a living by selling his beautiful artwork.,"[u'joy', u'surprise']"
Gary was moving furniture.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He was having trouble moving something particularly large.,"[u'anger', u'surprise', u'fear', u'anticipation']"
He pushed with all his might to no avail.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"After a few minutes, he gave up in exhaustion.","[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
He decided he would call a moving company in the morning.,"[u'anger', u'fear', u'anticipation', u'sadness', u'disgust']"
When I was young I loved Harry Potter.,"[u'trust', u'joy', u'anticipation']"
My parents thought it was demonic.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
They were both very religious.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
When they caught me reading a book they forced me to pray all day.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
I still like the books but keep them hidden.,"[u'joy', u'fear', u'trust', u'sadness']"
Allison was about to get to the airport for her trip.,"[u'anticipation', u'joy', u'fear', u'trust', u'sadness']"
She reached into her pocket to find her glasses to help her see.,"[u'trust', u'joy', u'anticipation']"
To her dismay she found them completely broken.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Allison did not know what to do.,"[u'surprise', u'fear']"
She ended up having to walk around with bad eyesight.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
"Tom was excited for Tuesday, it was his new favorite part of the week.","[u'anticipation', u'joy', u'trust', u'surprise']"
His favorite taco truck had started to park near his place of work.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Every Tuesday he would eagerly wait for the truck to pull up.,"[u'joy', u'sadness', u'anticipation']"
He would buy ten tacos and eat them all under thirty minutes.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
This all had to stop when his doctor told him he had diabetes.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
We watched a movie about Pee Wee to reminisce.,"[u'trust', u'joy', u'anticipation']"
We both remembered watching it as kids.,"[u'joy', u'trust']"
Then the scene with Large Marge came on.,[]
I jumped as hard as I did as a child.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"My husband laughed at my response, but she was scary.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Jane was eating for lunch.,"[u'anticipation', u'joy', u'trust', u'surprise']"
She didn't have her purse when she went back to work.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Jane thought she left it at the restaurant.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
She called to verified.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
They found it and held it for her.,"[u'trust', u'joy', u'anticipation', u'surprise']"
"On the 18th hole, the pro golfer stood at the tee.","[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
"He swung hard, but his ball landed in the bunker.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"With the next swing, he recovered and put the ball on the green.","[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
He took a deep breath as he lined up his shot.,"[u'anticipation', u'trust', u'surprise', u'joy']"
He hit the ball and watched as it is went straight into the hole.,"[u'joy', u'anticipation', u'surprise']"
Tim was a deep thinker.,[]
He thought about what is most important in life.,"[u'trust', u'surprise', u'anticipation']"
He determined that joy was most important.,"[u'anticipation', u'joy', u'trust', u'surprise']"
He decided to build his life around joy.,"[u'anticipation', u'joy', u'trust']"
He lived a joyous life and was very happy.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Bob was eating a muffin.,"[u'anticipation', u'surprise', u'trust', u'joy']"
But it wasn't tasty enough.,"[u'surprise', u'sadness', u'disgust']"
So he put tons of butter and jam on it.,[]
"But afterwards, he felt sick.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Bob decided to use butter and jam more conservatively from then on.,"[u'surprise', u'fear', u'disgust', u'joy']"
Grandma was cooking pasta for the entire family.,[]
Grandma had forgotten to pick up the noodles for pasta.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Her grandson offered to go pick them up for her.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Her grandson went and picked up noodles from the store.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Grandma was able to finish cooking for the entire family!,"[u'anticipation', u'joy', u'trust', u'surprise']"
Bella went to the store with her mom.,[]
She sat in the cart while they shopped.,"[u'surprise', u'sadness', u'anticipation', u'joy']"
Bella was patient and well-behaved the entire time.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Her mother decided she deserved to be rewarded for her behavior.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Bella was surprised with a new doll.,"[u'joy', u'trust', u'surprise']"
Gary and Pal were friends.,[]
They decided to become best friends.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Gary asked Pal to make a handshake.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Pal showed Gary the handshake.,"[u'anticipation', u'joy', u'trust', u'surprise']"
They do it all the time now.,"[u'anticipation', u'joy', u'trust']"
The due date for taxes was quickly approaching.,[]
Gale was nervous because he had not finished filing his taxes.,"[u'fear', u'anticipation', u'sadness', u'disgust']"
He took his paperwork to an accountant for help.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The accountant filled in all the paperwork.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Gale mailed the papers just in time.,"[u'trust', u'joy', u'anticipation', u'disgust', u'surprise']"
Jane was trying to make pancakes.,"[u'anticipation', u'fear', u'trust', u'joy']"
She got a bit sidetracked.,"[u'anger', u'surprise', u'anticipation', u'disgust']"
Before she realized her pancakes were burning.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Jane had to put out the fire with water.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
It completely ruined her breakfast.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
Kay decided to sign up for a Farmer's CSA.,"[u'anticipation', u'joy', u'trust']"
She would receive fresh vegetables and fruit from a local farm.,"[u'anticipation', u'joy', u'trust']"
The boxes she received from the farm were smaller than she expected.,"[u'anger', u'surprise', u'sadness', u'anticipation']"
Some of vegetables were wilted and unusable.,"[u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
Kay opted not to sign up for another round of the CSA.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
The old woman was a nasty piece of work.,[]
She lied to everyone about each other.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He daughter got tired of this and refused to talk to her.,[]
The woman tried to get the daughter to talk to her before she died.,[]
She died without talking to her daughter.,"[u'surprise', u'sadness', u'disgust']"
Mason liked hacking computers.,"[u'anticipation', u'joy', u'trust']"
He challenged himself and hacked harder targets every day.,"[u'anticipation', u'joy', u'trust']"
"One day, he hacked the government by mistake.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"Afraid for his life, he tried to run away.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
But he was caught and spent many years afterward in prison.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Jordan was reading her school newspaper.,[]
She saw an ad for a schoolwide joke contest.,"[u'joy', u'anticipation', u'surprise']"
She decided that she would enter her very favorite joke.,"[u'anticipation', u'joy', u'trust']"
To her surprise the next week she won the contest.,"[u'anticipation', u'joy', u'trust', u'surprise']"
She was happy to earn a gift certificate for pizza.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Every night I have the same dream.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
I dream of chocolate fountains and red candies.,"[u'trust', u'joy', u'anticipation', u'surprise']"
I'm starting to think that I shouldn't go to bed hungry.,"[u'anticipation', u'joy', u'disgust', u'surprise', u'fear', u'trust']"
I woke up in the middle of the night and headed to my fridge.,"[u'surprise', u'sadness', u'anticipation']"
"I found some red candies, ate them and went back to bed.","[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'trust']"
Anne was a high school girl who needed some cash.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'fear']"
Anne's parents couldn't help her with this because times were tight.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Anne decided to get a part time job.,"[u'trust', u'joy', u'fear', u'anticipation']"
Anne began working in a boutique at her local mall.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Now Anne has the money she needs for the school ski trip.,"[u'trust', u'joy', u'anticipation']"
Jennifer is riding her horse at the stable.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Suddenly the horse is spooked by a shadow.,"[u'surprise', u'fear', u'anticipation']"
The horse runs around uncontrollably.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Jennifer is thrown from the horse.,"[u'anger', u'surprise', u'fear', u'sadness']"
"Jennifer breaks her arm, but it okay.","[u'surprise', u'sadness', u'anticipation', u'fear', u'disgust']"
Today I tried on my new dress.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It looked amazing on me.,"[u'anticipation', u'joy', u'trust', u'surprise']"
However I ruined it as soon as I spilled wine on it.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
I immediately tried to treat it but it got worse.,"[u'anger', u'surprise', u'sadness', u'disgust']"
I had to send it off to the cleaners.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Flora had a child that she adored.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Flora was an alcoholic so she lost custody.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
She really wanted to see her child.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
She decided to go pick her child up.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Flora kidnapped the child.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"In August of 2013 my wife and I went to Portland, Maine.","[u'anticipation', u'joy', u'trust']"
We took the train from Boston.,"[u'anticipation', u'joy', u'trust', u'surprise']"
We checked into a hotel very close to a baseball stadium.,[]
That night we watched the minor league Portland Sea Dogs.,"[u'anticipation', u'joy', u'trust']"
"Even though they lost, we had a great time in Portland.","[u'joy', u'anticipation']"
The police were called to the scene of a domestic robbery.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"When they arrived, no one was in sight.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
They spotted someone running down the intersecting street.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
They suspected the phone call was a distraction!,"[u'anger', u'surprise', u'fear', u'anticipation', u'disgust']"
A police officer running late was able to catch the fleeing man.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Sally was starting rumors about another girl in glass.,"[u'anger', u'joy', u'anticipation']"
She would tell everyone that Alice lived in cardboard box.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Everyone thought the rumors were true.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
But Alice opened her cell phone and showed people pictures.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Her house was the largest in town.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Gary was looking for a new laptop.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
"Gary needed the laptop to be light, fast, and efficient.","[u'joy', u'anticipation']"
"After researching, Gary decided he would purchase a Mac Air.","[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
"After purchasing, Gary quickly realized he made the wrong decision.","[u'anger', u'sadness', u'disgust']"
Gary was not pleased with the operation of his new laptop at all.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Bill was on a blind date.,"[u'anticipation', u'joy', u'anger', u'surprise', u'fear', u'trust']"
It was setup through an online website.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Bill wasn't attracted to this woman at all.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'trust']"
She was annoying him all night long.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Bill paid for dinner and swore of blind dates forever.,"[u'anger', u'surprise', u'sadness']"
Julia had just gotten a new kitten.,"[u'joy', u'anticipation']"
She was so excited to have it.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Julie decided left the kitten alone for a few minutes.,"[u'trust', u'joy', u'anticipation']"
The kitten scratched up her leather couch while she was gone.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Julie was not as excited anymore to have a kitten.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
I went on Skype to talk to my gaming friends.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
All of a sudden I got a lot of friend requests.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
I thought it was people wanting to join our gaming group.,"[u'joy', u'anticipation', u'surprise']"
"Instead, it was spammers who want to sell me medicine.","[u'sadness', u'anticipation']"
That was the last time I used Skype.,"[u'anger', u'surprise', u'disgust']"
Manny was driving down the street one night.,"[u'anticipation', u'joy', u'trust']"
He was very tired from working all day.,[u'anticipation']
Manny fell asleep for just a second while he was driving.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
When he woke up he was in the hospital and very confused.,"[u'anger', u'surprise', u'fear', u'anticipation', u'disgust']"
He found out that when he fell asleep he crashed his car.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I had stayed at my friend's house longer than I was supposed to.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
It was dark by the time I headed home.,"[u'surprise', u'fear', u'anticipation']"
In the dark I thought I saw a cat on a trash can.,"[u'surprise', u'fear', u'anticipation']"
"I moved closer, calling and clicking my tongue.","[u'joy', u'fear', u'anticipation', u'sadness', u'surprise']"
It was actually a large raccoon that responded by hissing at me.,"[u'anger', u'surprise', u'fear', u'anticipation', u'sadness']"
Professor Smith was a well liked teacher of black history.,"[u'joy', u'trust']"
"At church one Sunday, a student stood by him to talk to him.","[u'anticipation', u'fear', u'trust', u'surprise', u'joy']"
Professor Smith didn't remember the student and was worried.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"The student was offended, plus, Professor Smith invited her to church!","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"Professor Smith asked for forgiveness, he'd recently had a stroke.","[u'surprise', u'fear', u'anticipation', u'sadness', u'disgust']"
The man next door seemed to be losing his mind.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He sat on the porch yelling at nobody.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
We walked out and sat beside him.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'trust']"
He told us about how he had been kidnapped by aliens.,"[u'anger', u'surprise', u'fear', u'sadness']"
"We listened attentively, and decided to be kind to him from then on.","[u'anticipation', u'joy', u'anger', u'trust']"
Tia was having trouble seeing the blackboard in class.,"[u'anger', u'fear', u'sadness', u'disgust']"
The teacher moved Tia up to the front row.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Tia was still having trouble seeing.,"[u'surprise', u'fear', u'anticipation', u'sadness']"
Her mother brought her to the eye doctor.,"[u'trust', u'surprise', u'fear', u'anticipation', u'sadness']"
Tia got glasses and could see in class.,"[u'anticipation', u'joy', u'trust', u'surprise']"
I recently bought a new cloudbook.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It had a generic photo for a background.,"[u'surprise', u'anticipation']"
I decided to personalize the background.,"[u'anticipation', u'joy', u'trust', u'surprise']"
I had to email a photo to save to my new computer.,"[u'joy', u'anticipation']"
I was happily able to do so.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Johnny needed a new shirt.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
He did not have enough money to buy one.,"[u'anger', u'surprise', u'sadness', u'fear', u'disgust']"
He decided to go to a discount store.,"[u'trust', u'joy', u'sadness', u'anticipation']"
He ended up being able to buy two shirts.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Johnny was happy with his bargain shopping.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Simon leaned down to pick up a compact disk from the floor.,"[u'anticipation', u'joy', u'trust']"
He felt a sharp pain in his back.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Simon lay down on the floor.,"[u'anger', u'surprise', u'fear', u'anticipation']"
Simon's  wife found Simon on the floor in pain.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Simon's wife called the doctor.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Jane got a new kitty.,"[u'anticipation', u'joy', u'trust', u'surprise']"
It decided to sleep on her lap.,[]
Jane thought it looked too cute to move.,"[u'joy', u'trust']"
She stayed sitting for hours.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'surprise', u'fear', u'trust']"
Eventually her legs fell asleep before she moved.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Davis never liked the idea of fishing.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"However, in his town all young men are expected to fish.","[u'anger', u'sadness', u'anticipation', u'fear', u'disgust']"
Finally Davis goes fishing for sea bass.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He catches a mighty sea bass on his first try.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Davis decides that fishing is more fun than he thought.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Alex loved to play tricks on his sister.,"[u'anticipation', u'joy', u'sadness', u'anger', u'surprise', u'fear', u'trust']"
He bought a plastic spider at the store.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
He held it in his hands when he got home.,"[u'trust', u'joy', u'anticipation', u'surprise']"
Alex asked his sister if she wanted to see what he found outside.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
When she looked at his hands he threw the spider at her!,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Randy was very shy and never talked much at school.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Frank noticed Randy sitting at a table in the lunchroom alone.,"[u'anticipation', u'joy', u'sadness', u'surprise', u'fear', u'trust']"
Frank went over and sat with Randy for lunch.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
frank told Randy he was shy as well and wanted a friend.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Frank and Randy became good friends through their shyness.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Rana could not think of what to make her family for dinner.,"[u'fear', u'anticipation', u'sadness']"
She dug through her freezer but had no ideas.,"[u'anger', u'surprise', u'fear', u'anticipation', u'sadness']"
Then she decided on a plan.,"[u'anticipation', u'joy', u'trust']"
She went to the local fast food place for burgers.,"[u'joy', u'fear', u'anticipation', u'surprise']"
Her whole family loved their dinner!,"[u'anticipation', u'joy', u'trust', u'surprise']"
Paul is a very creative and artistic person.,"[u'anticipation', u'joy', u'trust']"
He loves sharing his creations and imagination with the world.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Paul decided to use his creativity to create a clothing company.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
Paul built a website for his clothing company and opened a store.,"[u'anticipation', u'joy', u'trust']"
Paul now completely supports himself from the sales of his clothing.,"[u'joy', u'trust']"
Lucy's grandpa wouldn't take her to blockbuster.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Her grandma rarely drove anywhere.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"She expected her grandma to decline, but she asked anyway.","[u'anticipation', u'joy', u'trust', u'surprise']"
Her grandma was silent and gave her a meaningful look.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
"Lucy was surprised, but pleased when she agreed to drive her.","[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
I used to work at a domestic violence shelter.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
I made friends with a deaf woman who had a new baby.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'fear', u'trust']"
"One day, she asked me to adopt her baby, because I bonded with her.","[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
"She needed help because of her deafness, and already had kids.","[u'anticipation', u'sadness', u'anger', u'surprise', u'fear', u'trust']"
"I declined, but was so touched and still babysat her baby.","[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Fred had a basketball game tonight.,"[u'trust', u'joy', u'fear', u'anticipation', u'surprise']"
He was rather nervous.,"[u'anticipation', u'fear', u'trust', u'surprise']"
Thankfully his team felt the same.,"[u'surprise', u'fear', u'anticipation']"
However the team ended up winning the game.,"[u'anticipation', u'joy', u'trust', u'surprise']"
Fred was relieved.,"[u'joy', u'surprise']"
I broke up with my boyfriend because he wanted to get married.,"[u'anger', u'surprise', u'sadness', u'fear', u'disgust']"
I just wasn't happy with that lifestyle.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
"He knew I didn't want to get married, but stayed with me anyways.","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Eventually I broke up with him because he wouldn't do it himself.,"[u'anticipation', u'joy', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
I ended up looking like the bad guy.,"[u'anger', u'surprise', u'sadness', u'anticipation', u'disgust']"
Andrea went to the cheerleading try-out.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
She went through the entire process.,"[u'anticipation', u'joy', u'fear', u'trust']"
"Then, she waited to find out if she made it.","[u'trust', u'surprise', u'fear', u'anticipation', u'joy']"
"Thirty minutes later, they posted the results.","[u'surprise', u'fear', u'anticipation']"
Andrea had made it on the team!,"[u'anticipation', u'joy', u'trust']"
Tim didn't know what to watch.,[u'anticipation']
Netflix had a lot of options.,"[u'joy', u'anticipation', u'disgust']"
He kept scrolling through them.,"[u'surprise', u'anticipation']"
He finally gave up and picked something random.,"[u'anticipation', u'joy', u'disgust', u'anger', u'surprise', u'trust']"
It was terrible.,"[u'anger', u'sadness', u'anticipation', u'disgust']"
Josh was going to do the dishes.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
His wife had left a knife in the sink.,"[u'surprise', u'fear']"
Josh didn't realize the knife was in the sink.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear', u'trust']"
Josh cut his hand on the knife.,"[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Josh asked his wife not to put the knives in the sink.,"[u'anger', u'surprise', u'fear', u'sadness', u'disgust']"
Ann wanted to fix an extra special meal to impress her new in-laws.,"[u'anticipation', u'joy', u'fear', u'trust', u'surprise']"
"She fussed over a complex recipe she'd never tried, fingers crossed.","[u'anger', u'surprise', u'fear', u'anticipation']"
"Her guests arriving, Ann found her dinner stuck to the pan in a mess!","[u'anticipation', u'sadness', u'disgust', u'anger', u'surprise', u'fear']"
Ann decided the best thing to do was confess the truth.,"[u'anger', u'surprise', u'sadness', u'trust', u'disgust']"
