,text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
8126,All the ones I chose came from nintendo games.,0,1,0,0,1,0,0,1
8127,I bought a Toad character yesterday.,0,1,0,0,1,0,0,1
8128,I put it on the shelf next to Mario.,0,0,0,0,1,0,0,0
8129,I want to find a Luigi this week.,1,1,1,1,1,1,1,1
8130,One day Will went out to eat lunch.,0,1,0,0,1,0,0,1
8131,He decided to get a hamburger with no pickles.,0,0,0,0,0,0,0,0
8132,He was allergic  to pickles.,0,0,0,0,0,0,0,0
8133,When he got his burger he bit into it and ate some pickle.,1,1,1,1,1,1,1,1
8134,The pickle made him very sick.,1,1,1,1,0,1,1,0
8135,Henry was walking to his last class for the day.,0,1,0,0,1,1,1,1
8136,Maria was walking in the other direction.,0,1,0,0,0,0,0,0
8137,She smiled at him when they were staring at each other.,0,1,0,0,1,0,0,1
8138,"When Henry said hi, she tried to make him leave.",1,1,1,1,1,1,1,1
8139,Henry didn't notice since he was attracted to her.,1,1,1,1,1,0,0,0
8140,"As I child, I liked to dig holes.",0,1,0,0,1,0,0,1
8141,I enlisted the help of my sister to dig in a sandbox.,1,1,1,0,1,0,1,1
8142,We made it through the sand and dug into the muddy dirt.,0,1,0,0,1,0,1,1
8143,We got in trouble for harming the playground area.,1,1,1,1,1,1,1,0
8144,We continued digging in more covert locations after that.,1,1,1,1,1,1,1,1
8145,Henry was walking while holding Stacy.,0,1,0,0,1,0,0,1
8146,He accidentally slipped on a small toy.,1,1,1,1,0,1,1,1
8147,"As a result, he dropped Stacy.",1,1,1,1,1,1,1,1
8148,She landed on her head and began to cry.,1,1,0,1,0,1,1,0
8149,Henry immediately picked her up and took her to the bed.,1,0,1,1,0,1,1,0
8150,My mom Davey is 92 and in good health.,0,0,0,0,1,0,0,1
8151,She has always been very careful what she says around people.,0,1,0,1,1,0,0,1
8152,She has lost her filter and now says what is on her mind.,1,1,1,1,1,1,1,1
8153,She tells me that I am overweight and that my son is heavy.,1,1,1,1,1,1,1,1
8154,These hurt but I know she is getting older and says what she want.,1,1,1,1,1,1,1,1
8155,Lisa approached the pond on her nightly walk.,0,1,0,0,1,0,1,1
8156,She saw a small duck swimming around.,0,0,0,0,1,0,1,1
8157,He had something stuck around his neck.,1,0,1,1,0,1,1,0
8158,Lisa got close and pulled it off.,0,0,0,1,1,0,1,1
8159,It was the plastic ring from a pack of soda!,1,0,1,1,1,1,1,1
8160,Tom liked to sing.,0,0,0,0,0,0,0,0
8161,Tom was not a good singer.,1,1,1,1,0,1,0,0
8162,No one liked to be around him because of his singing.,1,0,1,1,0,1,1,0
8163,Tom married a woman who was deaf and could not hear his singing.,0,0,0,0,1,0,1,1
8164,His wife and all of her friends found no problem with Tom,0,1,0,0,1,0,1,1
8165,Tina was babysitting some young children she didn't know very well.,0,1,1,1,1,1,1,1
8166,She wasn't sure how to keep them occupied.,1,1,0,1,0,1,1,0
8167,She decided to take them outside to blow bubbles.,0,1,0,1,1,0,1,1
8168,She had bought some with her just in case.,0,1,0,0,1,0,0,1
8169,"They had a blast chasing the bubbles around, trying to pop them.",0,1,0,0,1,0,1,1
8170,Gina couldn't fall asleep.,1,0,1,1,0,1,0,0
8171,But her grandma insisted she go to bed when she did.,1,1,0,0,1,1,1,1
8172,Gina crept to the living room to watch TV.,0,1,0,1,1,0,1,1
8173,Her grandma didn't have cable and nothing was on.,0,1,0,0,1,0,1,1
8174,Gina went back to bed and waited for sleep to come.,0,1,1,0,0,1,1,0
8175,Tim was really bad at pairing up his socks.,1,1,1,0,0,1,0,0
8176,He found it tedious and boring.,1,1,1,1,0,1,1,0
8177,After a while he didn't bother to anymore.,1,1,1,1,1,1,1,1
8178,Tim just socks that didn't match instead.,0,0,0,0,1,0,0,1
8179,Nobody ever really noticed or cared.,0,1,0,0,1,0,0,1
8180,I got a phone call today.,0,0,0,0,1,0,1,1
8181,The person who called was my mom.,0,1,0,1,1,0,1,1
8182,She wanted to talk.,1,1,0,0,1,0,1,1
8183,I couldn't talk because I was busy.,1,1,0,0,0,1,1,1
8184,I told her to call me later.,1,1,1,1,1,1,1,1
8185,My wife bought a loaf of bread on Monday.,0,0,0,0,0,0,0,0
8186,"It came from a local bakery, and was very soft.",0,1,0,0,1,0,1,1
8187,"Today, three days later, she found mold on the bread.",1,0,1,0,0,1,1,0
8188,I said the heat wave probably contributed to the quick growth.,1,1,1,1,0,1,1,1
8189,She bought a sandwich for lunch.,1,0,1,0,1,1,1,1
8190,The boy wrote a song.,0,1,0,0,1,0,1,1
8191,He sung it to his mom.,0,1,0,0,1,0,0,1
8192,His mom liked the song.,0,1,0,1,1,0,0,1
8193,She entered it into a contest.,0,1,0,0,1,0,0,0
8194,The boy won the contest with his song.,0,1,0,0,1,0,1,0
8195,Jim is fed up with the construction on his street.,1,1,1,1,0,1,1,0
8196,At night time he goes to sabotage the equipment.,1,1,1,1,0,1,0,0
8197,Jim ruins the engine on the back hoe.,1,1,1,1,1,1,1,0
8198,The next day the construction is halted.,0,1,0,1,1,0,0,0
8199,Jim gets a good night's rest.,0,1,0,0,1,1,1,0
8200,My friends invited me to the lake.,0,1,0,0,1,0,0,1
8201,They wanted to make burgers and swim.,0,0,0,0,0,0,0,0
8202,I brought beer and we all hung out and had fun.,0,0,0,0,1,0,0,1
8203,We grilled the burgers and talked.,0,1,0,0,1,0,1,1
8204,"Afterwards, I went home and relaxed.",0,0,0,0,1,0,1,1
8205,The farmer looked at his apple tree and counted the apples.,0,0,0,0,1,0,1,1
8206,He saw that there was 350 apples.,0,1,0,0,1,0,0,0
8207,"After shaking the three, there were only 50 apples left.",0,1,0,0,0,0,1,0
8208,He got a long stick and began to knock off the rest.,0,1,0,0,1,0,0,0
8209,When there were 350 apples on the ground he was finished.,0,1,0,0,1,0,1,1
8210,Tim was at an antique store.,0,1,0,0,1,0,1,1
8211,He was a bit pre-occupied and not paying attention.,0,1,0,0,1,0,0,0
8212,Tim bumped into some items.,0,0,1,1,0,1,1,0
8213,One fell and shattered on the floor.,1,1,1,1,0,1,1,0
8214,Tim had to pay for the expensive antique.,1,1,1,1,0,1,1,0
8215,Nancy had a baby boy.,0,1,0,1,1,0,1,1
8216,The baby boy was very fussy.,1,1,1,1,0,1,0,0
8217,She tried to give him a pacifier.,1,1,1,1,0,1,1,0
8218,He spit it out and cried more.,1,0,1,1,0,1,0,0
8219,Nancy gave him a bottle and he happily ate.,0,0,0,1,1,1,1,1
8220,Tom and his three friends made a movie.,0,1,0,0,1,0,0,0
8221,They made a lot of money.,0,1,0,0,1,0,1,1
8222,Tom's three friends went broke and wondered how Tom did not.,0,1,0,0,1,0,1,1
8223,His friends asked him how he stayed wealthy.,0,1,0,0,1,0,1,1
8224,Tom informed them that he saved everything.,0,1,0,0,1,0,0,1
8225,"After a long winter, spring was finally here.",0,0,0,0,0,0,0,0
8226,It was time for Judy to plant flowers with her grandmother.,0,1,0,0,1,0,1,1
8227,It was a tradition for them to plant impatiens together every year.,0,1,0,0,1,0,0,1
8228,Judy went to her grandmother's on Saturday morning.,0,1,0,0,1,0,0,1
8229,Together they spent three hours in the garden planting flowers.,0,1,0,0,1,0,1,1
8230,Sam and Beth were having a horrible argument.,1,1,1,1,0,1,1,0
8231,Sam was angry that Beth forgot to buy him beer.,1,1,1,0,0,1,1,0
8232,Beth was angry that Sam didn't clean up after himself.,1,1,1,1,0,1,1,0
8233,"After a while, the couple decided to separate.",1,1,1,1,1,1,1,1
8234,Both were much happier apart.,1,1,1,0,1,1,1,1
8235,Fisher loved to go fishing every single day.,0,0,0,0,1,0,0,0
8236,He enjoyed it so much he went with his friends.,0,1,0,0,1,0,0,1
8237,"After a while, he became the best.",0,1,0,0,1,0,1,1
8238,"One day, he caught a very big fish.",0,1,0,0,1,0,1,1
8239,"Then, he was on TV for finding the biggest fish.",0,1,0,0,1,0,1,1
8240,The sun rose yellow-gold over the snow-covered Colorado mountains.,0,0,0,0,0,0,0,0
8241,He watched as a weary owl flew low against the brightening sky.,0,1,0,0,1,1,0,0
8242,"Suddenly, the owl swooped, finding a tasty, slow mouse still awake.",0,1,0,0,1,0,1,0
8243,"It finished its breakfast in flight, a shadow against the rising sun.",0,1,0,0,1,0,1,1
8244,"Stomping snow off, he watched the owl disappear into the morning sky.",1,0,0,0,1,0,1,1
8245,Paul was being bullied by a coworker.,1,1,1,1,0,1,1,0
8246,He told his boss.,1,1,1,1,0,1,1,1
8247,His boss talked to the coworker.,1,1,1,1,1,1,1,1
8248,The coworker continued to bully.,1,1,1,1,1,1,1,0
8249,Paul sued the company.,1,1,1,1,0,1,1,0
8250,A father and son went out to play catch.,0,1,0,0,1,0,0,1
8251,The son got frustrated with his lack of skills.,1,0,1,0,0,1,0,0
8252,The father got him to keep practicing.,1,1,1,1,1,1,0,1
8253,"After a while, the kid caught every ball.",0,1,0,0,1,0,1,1
8254,Now he has more confidence for tomorrow's game.,0,1,0,1,1,0,1,1
8255,I wanted to play with my favorite ball at recess.,1,1,1,1,1,1,1,1
8256,I looked all over for the ball.,1,1,0,1,0,1,1,0
8257,I saw a few kids playing with it.,1,1,0,0,1,1,1,1
8258,I grabbed the ball and ran.,1,1,0,1,1,0,1,0
8259,I ended up getting in trouble for taking the ball from the kids.,1,0,1,1,0,1,1,0
8260,The redneck had lain the turkey on plywood in the back of his truck.,0,1,0,0,1,0,1,1
8261,A bump on the freeway caused a generator to tip over.,1,1,1,1,1,0,1,0
8262,It slamming down on to the plywood caused the turkey to fly upwards.,1,1,1,1,0,1,1,0
8263,The frozen bird flew through the windshield of the following car.,1,1,0,1,0,0,1,0
8264,The paramedics were certain it was the weirdest death they'd seen.,1,1,1,1,1,1,1,1
8265,It was opening day for the new phones at Apple.,0,0,0,0,0,0,0,0
8266,I waited in line for about four hours to get my hands on one.,0,1,0,0,1,0,1,1
8267,Finally when the line went down I went inside.,0,1,0,0,1,0,1,1
8268,I got my hands on the pink phone.,0,1,0,0,1,0,1,1
8269,When I turned it on it was heaven.,0,1,0,0,1,0,1,1
8270,Kathy was running a marathon.,0,1,1,1,1,1,1,1
8271,She was toward the middle of the group.,0,1,1,1,1,1,1,1
8272,She had never finished a marathon before.,0,1,0,1,1,0,1,1
8273,She was within a mile of the finish line.,0,1,0,0,1,0,1,1
8274,Kathy persevered and finished the marathon before passing out.,0,1,0,0,1,0,1,1
8275,Max was walking by a store one night.,0,1,1,1,1,1,1,0
8276,The store was closed.,1,0,0,0,0,1,1,1
8277,He saw two men standing by the door of the store.,0,1,0,1,0,0,1,0
8278,Max suddenly heard the alarm go off.,1,1,1,1,0,1,1,0
8279,Max called the police to tell them what was going on.,0,1,1,1,0,0,1,0
8280,Briana took out her curling iron.,1,1,0,0,1,1,0,1
8281,She pressed hard on the edges of her hair.,0,1,0,0,0,0,0,1
8282,The iron burned her her.,1,1,0,1,0,1,1,0
8283,Several strands fell on the ground.,1,1,1,1,0,1,1,0
8284,"Since her hair became uneven, Brianna had to get a haircut.",1,1,1,1,0,1,1,0
8285,One of my daughter's friends got married a few days ago.,0,1,0,0,1,0,1,1
8286,One of her bridesmaids was depressed.,1,0,1,1,0,1,1,0
8287,She had just broken up with her boyfriend.,1,0,1,1,0,1,1,1
8288,She left his home and moved back in with her mom.,1,1,1,1,1,1,1,1
8289,The other bridesmaids gave her their support.,1,1,1,1,1,1,1,1
8290,Keith was working at a mechanic shop.,0,0,0,0,1,0,0,1
8291,He had given a customer a high quote.,1,1,1,0,0,1,1,1
8292,Keith kept the difference between the quote and the actual bill.,0,0,0,0,1,0,1,1
8293,Keith's boss found out what he did.,1,1,1,1,0,1,1,0
8294,Keith lost his job.,1,1,1,1,0,1,1,0
8295,Carlos has spent the whole day at home.,0,0,0,1,0,1,0,0
8296,He decides he should leave the house.,0,1,0,0,1,0,1,0
8297,Carlos visits a local bakery.,0,1,0,0,1,0,0,1
8298,He eats a delicious slice of pie there.,0,0,0,0,1,0,0,0
8299,Carlos is glad he left his home.,0,1,0,0,1,0,1,1
8300,Miles encoded the Germans war code.,0,1,0,1,0,1,1,0
8301,He ran in to tell his superior officer what he discovered.,1,1,0,1,1,0,1,1
8302,The officer looked at him like he was crazy.,1,1,1,1,1,1,1,1
8303,He told Miles that they were at war with terrorists.,1,1,1,1,0,1,1,1
8304,Miles realized he was never very good at history.,1,1,1,1,0,1,1,1
8305,Michelle had always worn the same outdated style her whole life.,0,0,0,0,1,0,0,1
8306,It was time for a drastic change for her hair.,0,1,0,1,1,0,1,1
8307,She went off to the salon to try something new.,0,1,0,1,1,0,1,1
8308,"When she was done with her hair, she was shocked.",0,1,0,0,1,0,1,1
8309,She looked absolutely beautiful.,0,1,0,0,1,0,1,1
8310,Hannah was taking a trip to Japan.,0,1,0,1,1,0,1,1
8311,She was learning Japanese and trying lots of new foods.,0,1,0,0,1,0,1,1
8312,She felt ready for her new adventure.,0,1,0,0,1,0,0,1
8313,She landed in Tokyo and took it all in.,0,1,0,1,1,0,1,1
8314,It was so exciting!,0,0,0,0,1,0,0,1
8315,I was feeling very hungry.,0,1,1,0,0,0,1,0
8316,I decided to make some soup.,0,1,0,0,0,0,0,0
8317,"But, I did not have broth in my pantry.",1,1,0,1,0,1,1,0
8318,I decided to buy some broth.,1,0,1,0,0,1,0,0
8319,"Now, I could make soup!",0,1,0,0,1,0,0,0
8320,Guy was willing to try anything on a dare.,0,1,0,1,1,0,1,1
8321,So he ate bugs and screws to shock his friends.,1,1,1,1,1,0,1,0
8322,"When he was asked to jump from a bridge, he was on board.",0,1,0,1,1,0,1,1
8323,He let himself fall from his ankles and screamed.,1,1,0,1,1,0,1,1
8324,His friends realized too late that the cord wasn't attached right.,1,1,1,1,0,1,1,0
8325,Harry wore high top shoes before going to the roller coaster park.,0,1,0,0,1,0,0,1
8326,He waited with his brother in line to one of the roller coasters.,0,1,0,1,1,0,1,1
8327,The ticket vendor measured Harry's height.,0,1,0,1,1,0,1,1
8328,He told Harry that he met the bare minimum height requirement.,0,1,0,0,1,0,1,0
8329,"However, he allowed Harry to enter the roller coaster.",0,1,0,1,1,0,1,1
8330,Michael had always loved Julia.,0,1,0,0,1,0,1,1
8331,Julia never really liked Michael.,1,1,1,1,0,1,1,1
8332,One day Michael was in a small store.,0,1,0,0,1,0,1,1
8333,Be bought Julia a pendant.,0,1,0,0,1,1,1,1
8334,Julia ended up breaking Michael's heart.,1,0,1,1,0,1,0,0
8335,Someone had hit Bob's mailbox with a hammer.,1,1,1,1,1,1,1,0
8336,Bob was very upset.,1,0,1,1,0,1,1,0
8337,The mailbox was ruined.,1,1,1,1,0,1,1,0
8338,Bob bought a new mailbox.,0,0,1,1,1,1,1,1
8339,He surrounded it with brick.,1,1,1,1,1,1,1,1
8340,Jenna loves Diet Coke.,0,1,0,0,1,0,0,0
8341,She and her husband decide to have a baby.,0,1,0,0,1,0,0,1
8342,"Sadly, she cannot drink Diet Coke while pregnant.",1,0,0,0,0,1,0,1
8343,Jenna endures her entire pregnancy without Diet Coke.,0,1,0,0,1,1,1,1
8344,"When her baby is born, she happily enjoys a large Diet Coke.",0,1,0,0,1,0,1,1
8345,My kids wanted to go play outside.,0,1,0,0,1,1,1,0
8346,I let them go play without my supervision.,1,1,1,1,1,1,1,1
8347,They returned covered in mud.,1,1,1,1,1,1,0,1
8348,I scolded and grounded them.,1,1,1,1,0,1,1,0
8349,I realized that they weren't mature enough to play outside without me.,1,1,1,1,1,1,1,0
8350,Phil and Laurel had been friends for more than 20 years.,0,1,0,0,1,0,1,1
8351,Their kids had played Little League on the same team.,0,1,0,0,1,0,1,1
8352,When Laurel's husband died suddenly of a stroke she married Phil.,1,1,1,1,1,1,1,1
8353,No one in town could believe that Phil left his wife for Laurel.,1,1,1,1,1,1,1,1
8354,"The only one that wasn't shocked was Phil's ex wife, Angelique.",1,1,1,1,1,1,1,0
8355,"Bill was an inventor, but he wasn't having much luck.",1,1,1,1,0,1,1,1
8356,He had been trying for days to come up with some new and different.,1,1,1,1,0,1,1,0
8357,"Then one day, inspiration hit him!",0,1,0,0,1,0,1,0
8358,He invented a device that would allow people to see through walls!,0,1,0,0,1,0,1,1
8359,"He decided to call it, a window!",0,1,0,0,1,0,1,1
8360,Erin was married to a man in the Army.,0,1,0,1,1,1,0,1
8361,She was also overdue with her first child.,0,1,0,1,1,0,1,1
8362,The hospital gave her the wrong medicine when she was in labor.,1,1,0,1,0,1,1,1
8363,Erin's kidneys shut down.,1,1,1,1,0,1,1,0
8364,Erin vowed to never use a military hospital again.,1,1,1,1,0,1,1,1
8365,Charlie is really bad at playing tennis.,1,0,1,1,0,1,1,0
8366,Charlie really wants to get good so he practices all day and night.,0,1,0,0,1,0,0,1
8367,"After a couple of months of practicing, Charlie gets very good.",0,1,0,0,1,0,1,1
8368,Now that Charlie is very good at tennis everyone likes Charlie.,0,1,0,0,1,0,1,1
8369,Charlie is glad he practiced so hard at tennis.,0,1,0,0,1,0,1,1
8370,Jimmy was browsing the internet one day.,0,1,1,0,1,1,0,1
8371,His computer froze up.,1,1,1,1,0,1,1,0
8372,He was unable to click anything.,1,1,1,1,0,1,1,0
8373,Jimmy took his computer to the store.,1,1,1,1,0,1,1,1
8374,They were able to give him a replacement.,0,1,0,0,1,0,1,1
8375,Winston spent more money than most people.,0,0,0,0,0,0,0,0
8376,He would buy anything you put in front of him.,0,1,0,0,1,1,1,1
8377,He once bought a pair of socks for $200.,1,1,1,0,1,1,1,0
8378,He said it was because they were so comfortable.,0,0,0,0,1,0,0,0
8379,"However, everybody knew he never tried them on to begin with.",1,1,1,1,1,1,1,1
8380,Mary went to the store to buy turkey for dinner.,0,1,0,0,1,0,0,0
8381,Mary got to the meat section and found turkey on sale.,0,1,0,0,1,0,1,0
8382,Mary bought 3 whole turkeys.,0,1,0,0,1,0,1,1
8383,She decided she would store 2 in her freezer.,0,1,0,0,1,0,0,1
8384,Mary went home and enjoyed the turkey she bought for dinner.,0,1,0,0,1,0,0,1
8385,The father dropped his kids off on the side on the street.,0,0,0,0,0,0,0,0
8386,They crawled to a box.,1,1,1,1,0,1,1,1
8387,A women passed by and stopped her car.,0,0,0,0,0,0,0,0
8388,She got out and put the kids in her car.,0,0,0,0,0,0,0,0
8389,She drove to the nearest shelter.,1,1,1,1,1,1,1,1
8390,I love the band Metallica.,0,1,0,0,1,0,0,1
8391,When I was 15 my dad took my friend and I to see a Metallica concert.,0,1,0,0,1,0,1,1
8392,The concert included 15 bands and lasted all day.,0,1,0,0,1,0,1,1
8393,At one point I was carried away in the crowd!,1,1,1,1,1,1,1,1
8394,I made it safely back to my dad and we loved the concert.,0,1,0,1,1,1,1,1
8395,Judy was going to see a movie.,0,1,0,0,1,0,0,1
8396,She arrived at the theater and tried to buy a ticket.,0,1,0,0,1,0,0,1
8397,That's when she realized that she had the wrong time.,1,1,1,1,0,1,1,0
8398,She had to decide whether or not to wait.,1,1,0,0,0,0,1,0
8399,"Finally, she decided to just see a different movie.",1,1,1,0,0,1,1,0
8400,Jerry went fishing last Sunday.,0,1,0,0,1,0,0,1
8401,"He caught a lot of catfish, but one snapped his pole in half.",1,0,1,1,0,1,1,0
8402,Jerry went to the store to buy a new fishing pole.,1,1,1,0,1,1,1,1
8403,Jerry came home with two because he couldn't decide.,0,1,0,0,1,0,1,1
8404,Now Jerry has multiple fishing poles if it ever happens again.,0,1,0,0,1,0,1,1
8405,It was a gorgeous fall day.,0,0,0,0,0,0,0,0
8406,Sara decided to enjoy it by going to the park and painting the foliage,0,1,0,0,1,0,1,1
8407,"A few hours into her painting, a man walked by.",0,1,0,0,1,0,1,1
8408,He told her he loved her painting and wanted to buy it off of her.,0,1,0,1,1,0,1,1
8409,Sara was flattered that someone would pay for her art.,0,1,0,0,1,0,1,1
8410,I bumped my elbow on the table.,1,1,0,1,0,1,1,0
8411,It hurt so much I let out a howl.,1,0,1,1,1,1,0,0
8412,My daughter was staring at me and my son was laughing.,1,1,1,1,1,1,1,0
8413,I made some stupid joke to mask the residual pain.,1,1,1,1,1,1,1,1
8414,Then I started to say grace.,0,1,0,0,1,1,1,1
8415,Brandon was only nine years old and a straight-A student.,0,0,0,0,0,0,0,0
8416,His family was going on a vacation to a famous site.,0,1,0,0,1,0,1,1
8417,He asked his principal for permission to go with his family.,1,1,1,1,1,1,1,1
8418,The principal said he would not be permitted if he was older.,1,1,1,1,1,1,1,1
8419,Brandon was only allowed to go if he did a PowerPoint presentation.,0,1,0,0,1,0,1,1
8420,Tom loved his girlfriend.,0,1,0,0,1,0,1,1
8421,One day she commented how he smelled bad.,1,0,1,0,0,1,1,0
8422,A week later she said the same thing.,1,0,1,0,0,1,1,0
8423,Tom decided to take two showers per day.,1,1,1,1,1,1,1,1
8424,His girlfriend never complained about his smell again.,0,0,1,1,1,0,1,1
8425,I was walking down the streets of Bombay.,0,1,0,0,1,0,1,1
8426,I saw a stray dog.,1,1,1,1,0,1,1,0
8427,I smiled at him and continued walking.,0,1,0,1,1,1,1,1
8428,"The following day, I was walking down the same street.",0,1,0,0,1,0,0,1
8429,The same stray dog was dead in the middle of the street.,1,0,1,1,0,1,1,0
8430,It was Christmas Eve.,0,0,0,0,0,0,0,0
8431,Todd was restless and couldn't sleep.,0,1,0,0,1,0,1,1
8432,He quietly tip toed to the living room.,0,1,0,0,1,0,1,1
8433,He saw his parents packaging up presents.,0,1,0,1,1,0,1,1
8434,Todd questioned if Santa Claus really existed the following morning.,1,1,1,1,1,1,1,1
8435,Bill broke his phone.,1,1,1,0,0,1,1,0
8436,He didn't have money to get it fixed.,1,1,1,1,0,1,1,0
8437,He put flyers in all the mailboxes on his street.,1,1,1,1,0,1,0,0
8438,He would mow any size lawn for $25.,0,1,0,1,1,0,0,1
8439,He made enough to get his phone fixed in just one weekend.,0,1,0,0,1,0,1,1
8440,A carnival was coming to town.,0,0,0,0,0,0,0,0
8441,Dalton loved to ride the ferris wheel.,0,1,0,0,1,0,0,0
8442,Dalton's mother warned him not to eat before getting on the ride.,1,1,1,1,1,1,1,1
8443,Dalton ate lots of carnival food that night.,0,1,0,0,1,0,1,1
8444,Dalton got sick on the ride.,1,1,1,1,1,1,1,0
8445,Ann got a summer job at the movie theater.,0,1,0,0,1,0,1,0
8446,She hated working during the weekend.,1,0,1,0,0,1,0,0
8447,But then she found out about the perks of her job.,0,1,0,0,1,0,1,1
8448,Every month she could see a free movie!,0,1,0,0,1,0,1,1
8449,Ann was pleased with her benefit!,0,1,0,0,1,0,1,1
8450,Kylie was trying to rush before work.,1,0,0,1,0,0,1,0
8451,She had everyone dressed including herself.,0,1,0,1,1,0,0,1
8452,She also had everyone fed except for herself.,1,1,1,1,1,1,0,1
8453,This reminded her to check on her toast.,1,1,1,1,0,1,1,1
8454,"Unfortunately it burned, but she had no time to make new toast.",1,1,1,1,0,1,1,0
8455,Travis was attending a party.,0,1,0,0,1,0,1,1
8456,There was a lot of underage drinking at the party.,0,1,1,1,1,0,1,0
8457,Travis was scared to get in trouble.,0,1,1,1,0,1,1,0
8458,Travis decided to leave.,0,1,1,1,1,1,1,0
8459,He went home and played video games the rest of the night.,0,1,1,1,1,0,1,0
8460,Mike always tried to be there for his friends.,0,1,0,0,1,0,0,1
8461,He would give them advice on all their problems.,0,1,0,0,1,1,0,1
8462,The only problem was he always gave them the worst advice.,1,0,0,0,1,0,0,1
8463,Four of his friends ended up in prison and two of them broken hearted.,1,0,1,1,0,1,1,0
8464,Good thing he never took his own advice on anything.,1,0,1,1,0,1,1,0
8465,Sarah found herself easily distracted.,1,1,0,1,0,1,1,0
8466,She felt that she put so much effort into her job.,1,1,1,1,0,1,1,1
8467,Sarah never could get the recognition she deserved.,1,0,1,1,0,1,1,1
8468,She started doing less and less work.,1,1,1,1,0,1,0,0
8469,Sarah still can't understand why no one praises her for trying at all.,1,1,1,0,0,1,0,0
8470,Luke lived in a treehouse behind his families house.,0,1,0,1,1,0,1,1
8471,He climbed the branches like a monkey.,0,0,0,0,1,0,0,1
8472,"One day, he was being careless and fell from the tree.",1,0,1,1,0,1,1,0
8473,He hit his head hard and woke up thinking he really was a monkey.,0,0,0,1,0,1,1,0
8474,Now Luke is called Chimples and only eats bananas.,0,0,0,1,1,1,1,0
8475,Alice had very long hair.,0,0,0,0,0,0,0,0
8476,"One day, she decided to get it cut.",0,1,1,1,1,1,0,0
8477,She was nervous because she'd never had short hair before.,0,1,0,1,0,0,1,0
8478,"The whole time she was in the barber's chair, she was nervous.",0,1,0,1,1,1,1,1
8479,"However, when she saw her new short hair, she loved it!",0,1,0,0,1,0,1,1
8480,I was painting the living room last week.,0,0,0,0,0,0,0,0
8481,All of a sudden I noticed that I spilled some paint on the rug.,1,0,1,1,0,1,1,0
8482,It was a big bright spot.,1,1,1,1,0,1,1,1
8483,I tried everything to get it out.,1,1,1,1,0,1,1,0
8484,Finally I decided to just put a chair over it.,1,1,1,1,1,1,0,0
8485,There was a man who scavenged the streets in search for lost change.,1,1,1,1,1,1,1,1
8486,He came across a rare quarter that was worth 50 cents.,0,0,0,0,1,0,1,0
8487,He made a note of this gain for tax purposes later on in the year.,0,1,0,1,1,1,1,1
8488,This quarter made the 50th dollar he found that year.,0,1,0,0,1,0,1,1
8489,The man figured at that rate he'll have $60 by December.,0,1,0,0,1,0,0,1
8490,The kids just finished dinner and were ready for a movie.,0,0,0,0,0,0,0,0
8491,They couldn't decide on what to choose.,0,0,0,0,0,0,0,0
8492,So they did rock paper scissors to see who picks.,0,0,0,0,0,0,0,0
8493,"The youngest won, and picked his favorite movie.",0,1,0,0,1,0,1,1
8494,The oldest child wouldn't watch it and was very mad.,1,1,1,0,1,1,1,0
8495,"Making crafts for Christmas gifts was a mistake, Jane decided.",1,1,1,0,1,1,1,1
8496,She tried not to panic when her hand became stuck to the table.,1,1,1,1,0,1,1,0
8497,Then the doorbell rang.,1,1,1,1,1,1,1,1
8498,Jane had forgotten all about her date.,1,1,1,1,1,1,1,1
8499,"Years later, Jane and husband still laughed at the memory.",1,1,1,1,1,1,1,1
8500,I looked at the windows in my house.,0,0,0,0,0,0,0,0
8501,They were all very dirty so i decided to clean them.,0,1,1,0,1,0,1,0
8502,I went to the cabinet to grab cleaning supplies.,0,1,0,0,1,0,0,1
8503,I walked through the house and cleaned the windows.,1,1,1,0,1,0,0,1
8504,I sat down and felt good about the job.,0,1,0,0,1,0,0,1
8505,"While waitressing, Bree spilled a drink on her customer.",1,1,1,1,0,1,1,0
8506,She was so upset!,1,1,1,1,0,1,1,1
8507,She thought he would be angry with her.,1,1,1,1,0,1,1,0
8508,"But thankfully, he laughed it off and said it was okay.",0,1,0,1,1,1,1,1
8509,He even left Bree a nice tip when he left!,0,1,0,0,1,1,1,1
8510,Ronnie was a gear head when it came to cars.,0,1,0,0,1,0,0,1
8511,Ronnie's car wouldn't start.,1,1,1,1,1,1,1,1
8512,Ronnie replaced a ton of parts.,0,1,0,1,1,0,1,1
8513,Ronnie cranked the ignition.,1,1,1,1,1,1,0,1
8514,Ronnie's car was fixed!,0,1,0,0,1,0,1,1
8515,"One day, Bob's dog ran out the door as Bob was leaving the house.",0,1,0,1,0,1,1,0
8516,"Bob called the dog's name, but he kept running away and disappeared.",1,1,0,1,0,1,1,0
8517,Bob put up reward posters all over the neighborhood.,1,1,0,1,1,1,1,1
8518,Bob's neighbor called him three days later to tell him he had his dog.,0,1,0,0,1,0,1,1
8519,Bob's neighbor returned his dog and Bob gave him a $100 reward.,0,1,0,0,1,1,1,1
8520,Eddie had a group of friends.,0,1,0,0,1,0,0,1
8521,The always hung around with each other.,0,1,0,0,1,0,0,1
8522,Everyone was different in abilities and stature.,0,1,0,0,1,0,0,1
8523,They went around the neighborhood looking for certain houses.,0,1,0,0,1,0,0,1
8524,They offered to help remove the snow from driveways where needed.,0,1,0,0,1,0,0,1
